od,hora_do_dia,dia_da_semana,n_viagens
allerton/pelham gardens-east chelsea,8,0,1
allerton/pelham gardens-east chelsea,14,0,1
allerton/pelham gardens-east harlem north,6,0,1
allerton/pelham gardens-east harlem south,6,0,1
allerton/pelham gardens-east harlem south,10,0,1
allerton/pelham gardens-east new york,14,0,1
allerton/pelham gardens-east new york,17,0,1
allerton/pelham gardens-east new york,18,0,1
allerton/pelham gardens-east new york,19,0,1
allerton/pelham gardens-east new york,20,0,1
allerton/pelham gardens-east new york,21,0,1
allerton/pelham gardens-east tremont,7,0,1
allerton/pelham gardens-east tremont,9,0,1
allerton/pelham gardens-financial district north,7,0,1
allerton/pelham gardens-financial district north,12,0,1
allerton/pelham gardens-financial district south,6,0,2
allerton/pelham gardens-financial district south,7,0,2
allerton/pelham gardens-financial district south,10,0,1
allerton/pelham gardens-flatiron,7,0,2
allerton/pelham gardens-flatiron,9,0,1
allerton/pelham gardens-flushing,9,0,1
allerton/pelham gardens-flushing,16,0,1
allerton/pelham gardens-flushing,17,0,1
allerton/pelham gardens-flushing,23,0,1
allerton/pelham gardens-fordham south,9,0,1
allerton/pelham gardens-fordham south,14,0,1
allerton/pelham gardens-fordham south,23,0,1
allerton/pelham gardens-garment district,4,0,1
allerton/pelham gardens-garment district,6,0,2
allerton/pelham gardens-garment district,7,0,1
allerton/pelham gardens-garment district,9,0,1
allerton/pelham gardens-garment district,10,0,1
allerton/pelham gardens-garment district,11,0,1
allerton/pelham gardens-garment district,16,0,1
allerton/pelham gardens-hamilton heights,4,0,1
allerton/pelham gardens-hamilton heights,7,0,1
allerton/pelham gardens-hamilton heights,8,0,2
allerton/pelham gardens-hamilton heights,16,0,1
allerton/pelham gardens-hamilton heights,18,0,1
allerton/pelham gardens-inwood,4,0,1
allerton/pelham gardens-inwood,8,0,1
allerton/pelham gardens-inwood,18,0,1
allerton/pelham gardens-inwood,22,0,1
allerton/pelham gardens-jamaica,6,0,1
allerton/pelham gardens-jfk airport,6,0,1
allerton/pelham gardens-kew gardens,4,0,1
allerton/pelham gardens-kips bay,6,0,1
allerton/pelham gardens-lenox hill east,4,0,1
allerton/pelham gardens-lenox hill east,7,0,1
allerton/pelham gardens-lenox hill east,9,0,1
allerton/pelham gardens-lenox hill east,10,0,1
allerton/pelham gardens-lenox hill east,12,0,1
allerton/pelham gardens-lenox hill east,13,0,1
allerton/pelham gardens-little italy/nolita,12,0,1
allerton/pelham gardens-little italy/nolita,13,0,2
allerton/pelham gardens-melrose south,0,0,1
allerton/pelham gardens-melrose south,7,0,2
allerton/pelham gardens-midtown center,6,0,1
allerton/pelham gardens-morningside heights,5,0,1
allerton/pelham gardens-morningside heights,14,0,1
allerton/pelham gardens-morrisania/melrose,4,0,2
allerton/pelham gardens-mott haven/port morris,23,0,1
allerton/pelham gardens-murray hill,5,0,1
allerton/pelham gardens-murray hill,15,0,1
allerton/pelham gardens-murray hill,19,0,1
allerton/pelham gardens-murray hill-queens,8,0,1
allerton/pelham gardens-murray hill-queens,9,0,1
allerton/pelham gardens-pelham parkway,4,0,1
allerton/pelham gardens-pelham parkway,10,0,1
allerton/pelham gardens-pelham parkway,18,0,1
allerton/pelham gardens-richmond hill,4,0,1
allerton/pelham gardens-richmond hill,9,0,1
allerton/pelham gardens-ridgewood,13,0,1
allerton/pelham gardens-ridgewood,14,0,1
allerton/pelham gardens-riverdale/north riverdale/fieldston,4,0,1
allerton/pelham gardens-riverdale/north riverdale/fieldston,9,0,1
allerton/pelham gardens-soundview/castle hill,11,0,1
allerton/pelham gardens-soundview/castle hill,17,0,1
allerton/pelham gardens-spuyten duyvil/kingsbridge,20,0,1
allerton/pelham gardens-sunset park east,21,0,1
allerton/pelham gardens-sutton place/turtle bay north,6,0,1
allerton/pelham gardens-sutton place/turtle bay north,7,0,1
allerton/pelham gardens-sutton place/turtle bay north,8,0,4
allerton/pelham gardens-sutton place/turtle bay north,9,0,1
allerton/pelham gardens-sutton place/turtle bay north,11,0,1
allerton/pelham gardens-sutton place/turtle bay north,12,0,2
allerton/pelham gardens-sutton place/turtle bay north,14,0,1
allerton/pelham gardens-tribeca/civic center,4,0,2
allerton/pelham gardens-tribeca/civic center,5,0,4
allerton/pelham gardens-tribeca/civic center,6,0,4
allerton/pelham gardens-tribeca/civic center,7,0,4
allerton/pelham gardens-tribeca/civic center,9,0,1
allerton/pelham gardens-tribeca/civic center,11,0,1
allerton/pelham gardens-tribeca/civic center,19,0,1
allerton/pelham gardens-tribeca/civic center,20,0,1
allerton/pelham gardens-union sq,12,0,1
allerton/pelham gardens-union sq,15,0,1
allerton/pelham gardens-upper east side south,7,0,1
allerton/pelham gardens-upper east side south,9,0,1
allerton/pelham gardens-upper east side south,11,0,1
allerton/pelham gardens-upper west side south,5,0,1
allerton/pelham gardens-upper west side south,9,0,1
allerton/pelham gardens-upper west side south,14,0,1
allerton/pelham gardens-upper west side south,15,0,1
allerton/pelham gardens-van cortlandt village,0,0,1
allerton/pelham gardens-van cortlandt village,16,0,1
allerton/pelham gardens-van nest/morris park,5,0,1
allerton/pelham gardens-van nest/morris park,6,0,1
allerton/pelham gardens-van nest/morris park,7,0,1
allerton/pelham gardens-van nest/morris park,14,0,1
allerton/pelham gardens-van nest/morris park,22,0,1
allerton/pelham gardens-van nest/morris park,23,0,1
allerton/pelham gardens-washington heights south,3,0,1
allerton/pelham gardens-washington heights south,5,0,1
allerton/pelham gardens-washington heights south,6,0,2
allerton/pelham gardens-washington heights south,7,0,1
allerton/pelham gardens-washington heights south,11,0,1
allerton/pelham gardens-washington heights south,16,0,1
allerton/pelham gardens-west chelsea/hudson yards,8,0,1
allerton/pelham gardens-west concourse,5,0,1
allerton/pelham gardens-west concourse,12,0,1
allerton/pelham gardens-west farms/bronx river,16,0,1
allerton/pelham gardens-west farms/bronx river,23,0,2
allerton/pelham gardens-whitestone,3,0,1
allerton/pelham gardens-whitestone,5,0,1
allerton/pelham gardens-williamsbridge/olinville,5,0,1
allerton/pelham gardens-williamsbridge/olinville,8,0,1
allerton/pelham gardens-woodlawn/wakefield,6,0,1
allerton/pelham gardens-woodlawn/wakefield,7,0,1
allerton/pelham gardens-woodlawn/wakefield,17,0,1
alphabet city-alphabet city,0,0,21
alphabet city-alphabet city,1,0,24
alphabet city-alphabet city,2,0,9
alphabet city-alphabet city,3,0,6
alphabet city-alphabet city,4,0,2
alphabet city-alphabet city,6,0,2
alphabet city-alphabet city,7,0,3
alphabet city-alphabet city,8,0,7
alphabet city-alphabet city,9,0,8
alphabet city-alphabet city,10,0,4
alphabet city-alphabet city,12,0,3
alphabet city-alphabet city,13,0,1
alphabet city-alphabet city,14,0,3
alphabet city-alphabet city,15,0,4
alphabet city-alphabet city,16,0,2
alphabet city-alphabet city,17,0,5
alphabet city-alphabet city,18,0,7
alphabet city-alphabet city,19,0,2
alphabet city-alphabet city,20,0,10
alphabet city-alphabet city,21,0,10
alphabet city-alphabet city,22,0,22
alphabet city-alphabet city,23,0,21
alphabet city-astoria,0,0,1
alphabet city-astoria,1,0,1
alphabet city-astoria,21,0,1
alphabet city-astoria,22,0,1
alphabet city-battery park city,0,0,11
alphabet city-battery park city,1,0,4
alphabet city-battery park city,2,0,3
alphabet city-battery park city,3,0,2
alphabet city-battery park city,6,0,2
alphabet city-battery park city,7,0,7
alphabet city-battery park city,8,0,8
alphabet city-battery park city,9,0,8
alphabet city-battery park city,10,0,3
alphabet city-battery park city,11,0,2
alphabet city-battery park city,12,0,2
alphabet city-battery park city,13,0,3
alphabet city-battery park city,14,0,5
alphabet city-battery park city,15,0,4
alphabet city-battery park city,16,0,3
alphabet city-battery park city,17,0,3
alphabet city-battery park city,18,0,3
alphabet city-battery park city,19,0,3
alphabet city-battery park city,20,0,4
alphabet city-battery park city,21,0,1
alphabet city-battery park city,22,0,5
alphabet city-battery park city,23,0,7
alphabet city-bay ridge,2,0,3
alphabet city-bay ridge,6,0,1
alphabet city-bedford,0,0,1
alphabet city-bedford,1,0,2
alphabet city-bedford,2,0,2
alphabet city-bedford,3,0,1
alphabet city-bedford,4,0,1
alphabet city-bedford,19,0,1
alphabet city-bedford,20,0,1
alphabet city-bedford park,4,0,1
alphabet city-bedford park,22,0,1
alphabet city-bloomingdale,1,0,1
alphabet city-bloomingdale,2,0,2
alphabet city-bloomingdale,4,0,1
alphabet city-bloomingdale,7,0,1
alphabet city-bloomingdale,9,0,2
alphabet city-bloomingdale,11,0,2
alphabet city-bloomingdale,12,0,1
alphabet city-bloomingdale,13,0,1
alphabet city-bloomingdale,14,0,1
alphabet city-bloomingdale,16,0,1
alphabet city-bloomingdale,17,0,2
alphabet city-bloomingdale,18,0,1
alphabet city-bloomingdale,20,0,1
alphabet city-bloomingdale,21,0,2
alphabet city-bloomingdale,22,0,2
alphabet city-bloomingdale,23,0,2
alphabet city-boerum hill,0,0,2
alphabet city-boerum hill,3,0,1
alphabet city-boerum hill,15,0,1
alphabet city-boerum hill,16,0,1
alphabet city-boerum hill,21,0,1
alphabet city-boerum hill,22,0,1
alphabet city-boerum hill,23,0,1
alphabet city-borough park,13,0,1
alphabet city-brooklyn heights,0,0,1
alphabet city-brooklyn heights,1,0,1
alphabet city-brooklyn heights,2,0,1
alphabet city-brooklyn heights,6,0,1
alphabet city-brooklyn heights,8,0,1
alphabet city-brooklyn heights,12,0,1
alphabet city-brooklyn heights,14,0,1
alphabet city-brooklyn heights,15,0,1
alphabet city-brooklyn heights,17,0,1
alphabet city-brooklyn heights,20,0,4
alphabet city-brooklyn heights,21,0,1
alphabet city-brooklyn heights,22,0,6
alphabet city-brownsville,3,0,1
alphabet city-brownsville,9,0,1
alphabet city-brownsville,18,0,1
alphabet city-bushwick north,0,0,1
alphabet city-bushwick north,1,0,1
alphabet city-bushwick north,2,0,1
alphabet city-bushwick north,3,0,3
alphabet city-bushwick north,9,0,1
alphabet city-bushwick north,12,0,1
alphabet city-bushwick north,17,0,1
alphabet city-bushwick north,22,0,2
alphabet city-bushwick south,0,0,3
alphabet city-bushwick south,1,0,1
alphabet city-bushwick south,2,0,2
alphabet city-bushwick south,3,0,2
alphabet city-bushwick south,5,0,1
alphabet city-bushwick south,19,0,1
alphabet city-bushwick south,22,0,1
alphabet city-bushwick south,23,0,3
alphabet city-carroll gardens,0,0,2
alphabet city-carroll gardens,2,0,2
alphabet city-carroll gardens,18,0,1
alphabet city-carroll gardens,21,0,1
alphabet city-central harlem,0,0,3
alphabet city-central harlem,1,0,5
alphabet city-central harlem,2,0,5
alphabet city-central harlem,5,0,1
alphabet city-central harlem,7,0,1
alphabet city-central harlem,8,0,2
alphabet city-central harlem,10,0,1
alphabet city-central harlem,16,0,2
alphabet city-central harlem,17,0,1
alphabet city-central harlem,18,0,5
alphabet city-central harlem,21,0,1
alphabet city-central harlem,22,0,4
alphabet city-central harlem,23,0,6
alphabet city-central harlem north,0,0,9
alphabet city-central harlem north,1,0,6
alphabet city-central harlem north,2,0,3
alphabet city-central harlem north,3,0,1
alphabet city-central harlem north,6,0,1
alphabet city-central harlem north,8,0,1
alphabet city-central harlem north,11,0,2
alphabet city-central harlem north,18,0,1
alphabet city-central harlem north,19,0,1
alphabet city-central harlem north,20,0,1
alphabet city-central harlem north,21,0,5
alphabet city-central harlem north,22,0,2
alphabet city-central harlem north,23,0,6
alphabet city-central park,0,0,1
alphabet city-central park,2,0,1
alphabet city-central park,3,0,1
alphabet city-central park,4,0,1
alphabet city-central park,6,0,1
alphabet city-central park,8,0,2
alphabet city-central park,10,0,1
alphabet city-central park,14,0,2
alphabet city-central park,22,0,1
alphabet city-chinatown,0,0,3
alphabet city-chinatown,1,0,6
alphabet city-chinatown,2,0,1
alphabet city-chinatown,4,0,2
alphabet city-chinatown,6,0,3
alphabet city-chinatown,7,0,1
alphabet city-chinatown,8,0,5
alphabet city-chinatown,9,0,1
alphabet city-chinatown,10,0,2
alphabet city-chinatown,11,0,4
alphabet city-chinatown,12,0,1
alphabet city-chinatown,13,0,2
alphabet city-chinatown,14,0,6
alphabet city-chinatown,17,0,2
alphabet city-chinatown,18,0,1
alphabet city-chinatown,19,0,1
alphabet city-chinatown,20,0,2
alphabet city-chinatown,21,0,1
alphabet city-chinatown,22,0,1
alphabet city-chinatown,23,0,9
alphabet city-claremont/bathgate,20,0,1
alphabet city-clinton east,0,0,15
alphabet city-clinton east,1,0,9
alphabet city-clinton east,2,0,8
alphabet city-clinton east,3,0,3
alphabet city-clinton east,4,0,3
alphabet city-clinton east,5,0,1
alphabet city-clinton east,6,0,4
alphabet city-clinton east,7,0,4
alphabet city-clinton east,8,0,2
alphabet city-clinton east,9,0,2
alphabet city-clinton east,10,0,3
alphabet city-clinton east,11,0,2
alphabet city-clinton east,12,0,2
alphabet city-clinton east,13,0,6
alphabet city-clinton east,14,0,1
alphabet city-clinton east,16,0,2
alphabet city-clinton east,17,0,4
alphabet city-clinton east,18,0,6
alphabet city-clinton east,19,0,5
alphabet city-clinton east,20,0,8
alphabet city-clinton east,21,0,10
alphabet city-clinton east,22,0,11
alphabet city-clinton east,23,0,13
alphabet city-clinton hill,0,0,1
alphabet city-clinton hill,1,0,1
alphabet city-clinton hill,2,0,1
alphabet city-clinton hill,3,0,2
alphabet city-clinton hill,6,0,1
alphabet city-clinton hill,8,0,2
alphabet city-clinton hill,9,0,1
alphabet city-clinton hill,14,0,1
alphabet city-clinton hill,16,0,1
alphabet city-clinton hill,19,0,1
alphabet city-clinton hill,22,0,2
alphabet city-clinton hill,23,0,3
alphabet city-clinton west,0,0,1
alphabet city-clinton west,1,0,2
alphabet city-clinton west,2,0,3
alphabet city-clinton west,6,0,1
alphabet city-clinton west,7,0,2
alphabet city-clinton west,8,0,2
alphabet city-clinton west,9,0,1
alphabet city-clinton west,11,0,1
alphabet city-clinton west,12,0,3
alphabet city-clinton west,13,0,1
alphabet city-clinton west,14,0,1
alphabet city-clinton west,15,0,1
alphabet city-clinton west,17,0,1
alphabet city-clinton west,19,0,3
alphabet city-clinton west,20,0,4
alphabet city-clinton west,21,0,3
alphabet city-clinton west,22,0,4
alphabet city-clinton west,23,0,4
alphabet city-co-op city,6,0,1
alphabet city-co-op city,9,0,1
alphabet city-co-op city,14,0,1
alphabet city-cobble hill,1,0,1
alphabet city-cobble hill,2,0,2
alphabet city-cobble hill,15,0,1
alphabet city-cobble hill,17,0,1
alphabet city-cobble hill,21,0,1
alphabet city-cobble hill,22,0,3
alphabet city-columbia street,8,0,1
alphabet city-corona,0,0,2
alphabet city-corona,1,0,1
alphabet city-corona,2,0,1
alphabet city-corona,3,0,1
alphabet city-corona,6,0,1
alphabet city-corona,7,0,1
alphabet city-corona,12,0,1
alphabet city-corona,13,0,1
alphabet city-crown heights north,0,0,2
alphabet city-crown heights north,1,0,1
alphabet city-crown heights north,3,0,1
alphabet city-crown heights north,21,0,1
alphabet city-crown heights north,23,0,4
alphabet city-crown heights south,0,0,1
alphabet city-crown heights south,1,0,1
alphabet city-crown heights south,17,0,1
alphabet city-crown heights south,22,0,1
alphabet city-downtown brooklyn/metrotech,1,0,1
alphabet city-downtown brooklyn/metrotech,2,0,1
alphabet city-downtown brooklyn/metrotech,3,0,1
alphabet city-downtown brooklyn/metrotech,23,0,2
alphabet city-dumbo/vinegar hill,1,0,1
alphabet city-dumbo/vinegar hill,6,0,1
alphabet city-dumbo/vinegar hill,7,0,1
alphabet city-dumbo/vinegar hill,11,0,1
alphabet city-dumbo/vinegar hill,17,0,1
alphabet city-dumbo/vinegar hill,18,0,1
alphabet city-dumbo/vinegar hill,23,0,1
alphabet city-east chelsea,0,0,10
alphabet city-east chelsea,1,0,12
alphabet city-east chelsea,2,0,15
alphabet city-east chelsea,3,0,5
alphabet city-east chelsea,4,0,6
alphabet city-east chelsea,5,0,4
alphabet city-east chelsea,6,0,5
alphabet city-east chelsea,7,0,10
alphabet city-east chelsea,8,0,7
alphabet city-east chelsea,9,0,12
alphabet city-east chelsea,10,0,2
alphabet city-east chelsea,11,0,4
alphabet city-east chelsea,12,0,6
alphabet city-east chelsea,13,0,6
alphabet city-east chelsea,14,0,6
alphabet city-east chelsea,15,0,4
alphabet city-east chelsea,16,0,5
alphabet city-east chelsea,17,0,8
alphabet city-east chelsea,18,0,10
alphabet city-east chelsea,19,0,9
alphabet city-east chelsea,20,0,7
alphabet city-east chelsea,21,0,13
alphabet city-east chelsea,22,0,18
alphabet city-east chelsea,23,0,25
alphabet city-east concourse/concourse village,0,0,2
alphabet city-east concourse/concourse village,1,0,2
alphabet city-east concourse/concourse village,15,0,1
alphabet city-east concourse/concourse village,20,0,1
alphabet city-east harlem north,0,0,2
alphabet city-east harlem north,1,0,5
alphabet city-east harlem north,2,0,5
alphabet city-east harlem north,3,0,1
alphabet city-east harlem north,6,0,1
alphabet city-east harlem north,7,0,1
alphabet city-east harlem north,8,0,3
alphabet city-east harlem north,9,0,1
alphabet city-east harlem north,10,0,1
alphabet city-east harlem north,12,0,2
alphabet city-east harlem north,14,0,3
alphabet city-east harlem north,19,0,1
alphabet city-east harlem north,20,0,1
alphabet city-east harlem north,21,0,1
alphabet city-east harlem north,22,0,5
alphabet city-east harlem north,23,0,3
alphabet city-east harlem south,0,0,10
alphabet city-east harlem south,1,0,6
alphabet city-east harlem south,2,0,3
alphabet city-east harlem south,3,0,1
alphabet city-east harlem south,4,0,4
alphabet city-east harlem south,6,0,2
alphabet city-east harlem south,7,0,5
alphabet city-east harlem south,8,0,4
alphabet city-east harlem south,10,0,3
alphabet city-east harlem south,11,0,2
alphabet city-east harlem south,12,0,2
alphabet city-east harlem south,13,0,2
alphabet city-east harlem south,14,0,2
alphabet city-east harlem south,16,0,3
alphabet city-east harlem south,17,0,2
alphabet city-east harlem south,18,0,3
alphabet city-east harlem south,19,0,4
alphabet city-east harlem south,20,0,7
alphabet city-east harlem south,21,0,4
alphabet city-east harlem south,22,0,3
alphabet city-east harlem south,23,0,8
alphabet city-east new york,1,0,2
alphabet city-east new york,2,0,1
alphabet city-east new york,7,0,1
alphabet city-east new york,22,0,1
alphabet city-east new york,23,0,1
alphabet city-east new york/pennsylvania avenue,14,0,1
alphabet city-east village,0,0,39
alphabet city-east village,1,0,35
alphabet city-east village,2,0,29
alphabet city-east village,3,0,13
alphabet city-east village,4,0,6
alphabet city-east village,5,0,3
alphabet city-east village,6,0,6
alphabet city-east village,7,0,5
alphabet city-east village,8,0,6
alphabet city-east village,9,0,14
alphabet city-east village,10,0,6
alphabet city-east village,11,0,8
alphabet city-east village,12,0,7
alphabet city-east village,13,0,5
alphabet city-east village,14,0,7
alphabet city-east village,15,0,11
alphabet city-east village,16,0,12
alphabet city-east village,17,0,13
alphabet city-east village,18,0,25
alphabet city-east village,19,0,17
alphabet city-east village,20,0,25
alphabet city-east village,21,0,29
alphabet city-east village,22,0,46
alphabet city-east village,23,0,47
alphabet city-east williamsburg,0,0,2
alphabet city-east williamsburg,1,0,2
alphabet city-east williamsburg,4,0,1
alphabet city-east williamsburg,16,0,2
alphabet city-east williamsburg,22,0,2
alphabet city-east williamsburg,23,0,3
alphabet city-elmhurst,0,0,1
alphabet city-elmhurst,1,0,1
alphabet city-elmhurst,10,0,1
alphabet city-elmhurst,14,0,1
alphabet city-elmhurst,18,0,1
alphabet city-elmhurst,20,0,1
alphabet city-elmhurst,22,0,1
alphabet city-elmhurst,23,0,1
alphabet city-elmhurst/maspeth,23,0,1
alphabet city-erasmus,19,0,1
alphabet city-financial district north,0,0,22
alphabet city-financial district north,1,0,21
alphabet city-financial district north,2,0,15
alphabet city-financial district north,3,0,9
alphabet city-financial district north,4,0,4
alphabet city-financial district north,6,0,5
alphabet city-financial district north,7,0,4
alphabet city-financial district north,8,0,11
alphabet city-financial district north,9,0,15
alphabet city-financial district north,10,0,10
alphabet city-financial district north,11,0,6
alphabet city-financial district north,12,0,4
alphabet city-financial district north,13,0,3
alphabet city-financial district north,14,0,5
alphabet city-financial district north,15,0,4
alphabet city-financial district north,16,0,3
alphabet city-financial district north,17,0,4
alphabet city-financial district north,18,0,6
alphabet city-financial district north,19,0,2
alphabet city-financial district north,20,0,4
alphabet city-financial district north,21,0,7
alphabet city-financial district north,22,0,7
alphabet city-financial district north,23,0,15
alphabet city-financial district south,0,0,2
alphabet city-financial district south,1,0,3
alphabet city-financial district south,2,0,2
alphabet city-financial district south,3,0,1
alphabet city-financial district south,5,0,3
alphabet city-financial district south,6,0,2
alphabet city-financial district south,7,0,4
alphabet city-financial district south,8,0,7
alphabet city-financial district south,9,0,8
alphabet city-financial district south,10,0,2
alphabet city-financial district south,11,0,4
alphabet city-financial district south,12,0,6
alphabet city-financial district south,13,0,1
alphabet city-financial district south,14,0,1
alphabet city-financial district south,15,0,1
alphabet city-financial district south,16,0,4
alphabet city-financial district south,17,0,3
alphabet city-financial district south,18,0,4
alphabet city-financial district south,19,0,1
alphabet city-financial district south,20,0,3
alphabet city-financial district south,22,0,4
alphabet city-financial district south,23,0,3
alphabet city-flatbush/ditmas park,1,0,3
alphabet city-flatbush/ditmas park,2,0,1
alphabet city-flatbush/ditmas park,3,0,2
alphabet city-flatbush/ditmas park,6,0,2
alphabet city-flatbush/ditmas park,10,0,1
alphabet city-flatbush/ditmas park,11,0,1
alphabet city-flatbush/ditmas park,15,0,1
alphabet city-flatbush/ditmas park,21,0,1
alphabet city-flatbush/ditmas park,22,0,1
alphabet city-flatbush/ditmas park,23,0,1
alphabet city-flatiron,0,0,10
alphabet city-flatiron,1,0,7
alphabet city-flatiron,2,0,10
alphabet city-flatiron,3,0,4
alphabet city-flatiron,4,0,4
alphabet city-flatiron,5,0,1
alphabet city-flatiron,6,0,2
alphabet city-flatiron,7,0,3
alphabet city-flatiron,9,0,8
alphabet city-flatiron,10,0,5
alphabet city-flatiron,11,0,4
alphabet city-flatiron,12,0,5
alphabet city-flatiron,14,0,3
alphabet city-flatiron,15,0,1
alphabet city-flatiron,16,0,2
alphabet city-flatiron,17,0,8
alphabet city-flatiron,18,0,11
alphabet city-flatiron,19,0,4
alphabet city-flatiron,20,0,9
alphabet city-flatiron,21,0,6
alphabet city-flatiron,22,0,9
alphabet city-flatiron,23,0,16
alphabet city-fort greene,3,0,1
alphabet city-fort greene,9,0,1
alphabet city-fort greene,14,0,1
alphabet city-fort greene,19,0,1
alphabet city-fort greene,23,0,2
alphabet city-garment district,0,0,6
alphabet city-garment district,1,0,6
alphabet city-garment district,2,0,9
alphabet city-garment district,3,0,1
alphabet city-garment district,4,0,3
alphabet city-garment district,5,0,2
alphabet city-garment district,6,0,1
alphabet city-garment district,7,0,4
alphabet city-garment district,8,0,2
alphabet city-garment district,9,0,6
alphabet city-garment district,10,0,2
alphabet city-garment district,11,0,3
alphabet city-garment district,12,0,2
alphabet city-garment district,13,0,1
alphabet city-garment district,14,0,1
alphabet city-garment district,16,0,5
alphabet city-garment district,17,0,2
alphabet city-garment district,18,0,4
alphabet city-garment district,19,0,4
alphabet city-garment district,20,0,5
alphabet city-garment district,21,0,3
alphabet city-garment district,22,0,4
alphabet city-garment district,23,0,9
alphabet city-gowanus,0,0,2
alphabet city-gowanus,2,0,1
alphabet city-gowanus,19,0,1
alphabet city-gramercy,0,0,18
alphabet city-gramercy,1,0,33
alphabet city-gramercy,2,0,22
alphabet city-gramercy,3,0,9
alphabet city-gramercy,4,0,6
alphabet city-gramercy,5,0,3
alphabet city-gramercy,6,0,4
alphabet city-gramercy,7,0,8
alphabet city-gramercy,8,0,19
alphabet city-gramercy,9,0,16
alphabet city-gramercy,10,0,11
alphabet city-gramercy,11,0,9
alphabet city-gramercy,12,0,12
alphabet city-gramercy,13,0,12
alphabet city-gramercy,14,0,5
alphabet city-gramercy,15,0,5
alphabet city-gramercy,16,0,10
alphabet city-gramercy,17,0,6
alphabet city-gramercy,18,0,13
alphabet city-gramercy,19,0,7
alphabet city-gramercy,20,0,14
alphabet city-gramercy,21,0,16
alphabet city-gramercy,22,0,18
alphabet city-gramercy,23,0,18
alphabet city-green-wood cemetery,22,0,1
alphabet city-greenpoint,0,0,1
alphabet city-greenpoint,2,0,1
alphabet city-greenpoint,4,0,2
alphabet city-greenpoint,6,0,1
alphabet city-greenpoint,7,0,1
alphabet city-greenpoint,13,0,1
alphabet city-greenpoint,15,0,1
alphabet city-greenpoint,17,0,1
alphabet city-greenpoint,18,0,1
alphabet city-greenpoint,19,0,1
alphabet city-greenpoint,20,0,2
alphabet city-greenpoint,22,0,1
alphabet city-greenpoint,23,0,2
alphabet city-greenwich village north,0,0,15
alphabet city-greenwich village north,1,0,7
alphabet city-greenwich village north,2,0,5
alphabet city-greenwich village north,3,0,9
alphabet city-greenwich village north,4,0,4
alphabet city-greenwich village north,5,0,2
alphabet city-greenwich village north,6,0,5
alphabet city-greenwich village north,7,0,12
alphabet city-greenwich village north,8,0,12
alphabet city-greenwich village north,9,0,11
alphabet city-greenwich village north,10,0,5
alphabet city-greenwich village north,11,0,2
alphabet city-greenwich village north,12,0,4
alphabet city-greenwich village north,13,0,3
alphabet city-greenwich village north,14,0,7
alphabet city-greenwich village north,15,0,4
alphabet city-greenwich village north,16,0,2
alphabet city-greenwich village north,17,0,9
alphabet city-greenwich village north,18,0,13
alphabet city-greenwich village north,19,0,9
alphabet city-greenwich village north,20,0,8
alphabet city-greenwich village north,21,0,17
alphabet city-greenwich village north,22,0,15
alphabet city-greenwich village north,23,0,21
alphabet city-greenwich village south,0,0,17
alphabet city-greenwich village south,1,0,16
alphabet city-greenwich village south,2,0,22
alphabet city-greenwich village south,3,0,10
