record_type,metric_family,metric_key,metric_label,direction,run_section,value,value_type,lower_is_better,status,source_file,tooltip_id,description
metric_point,od,od_coverage_synth,OD coverage (synth),synth->hold,strategy_hold,0.6260198784,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,od_coverage_synth,Synthetic OD support coverage (higher is better).
metric_point,od,od_coverage_synth,OD coverage (synth),hold->val,strategy_hold_vs_val_real,0.7827951226,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,od_coverage_synth,Synthetic OD support coverage (higher is better).
metric_point,od,od_unique_real,OD unique modes (real),synth->val,strategy_val,14926.0,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,od_unique_real,Unique OD modes observed in the real distribution.
metric_point,od,od_unique_real,OD unique modes (real),synth->hold,strategy_hold,18571.0,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,od_unique_real,Unique OD modes observed in the real distribution.
metric_point,od,od_unique_real,OD unique modes (real),hold->val,strategy_hold_vs_val_real,18571.0,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,od_unique_real,Unique OD modes observed in the real distribution.
metric_point,od,od_unique_synth,OD unique modes (synth),synth->val,strategy_val,16450.0,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,od_unique_synth,Unique OD modes generated by synthetic samples.
metric_point,od,od_unique_synth,OD unique modes (synth),synth->hold,strategy_hold,20223.0,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,od_unique_synth,Unique OD modes generated by synthetic samples.
metric_point,od,od_unique_synth,OD unique modes (synth),hold->val,strategy_hold_vs_val_real,14926.0,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,od_unique_synth,Unique OD modes generated by synthetic samples.
metric_point,joint,joint_jsd,Joint JSD,synth->val,strategy_val,0.164714691,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,joint_jsd,Joint OD+time distribution mismatch.
metric_point,joint,joint_jsd,Joint JSD,synth->hold,strategy_hold,0.1289368976,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,joint_jsd,Joint OD+time distribution mismatch.
metric_point,joint,joint_jsd,Joint JSD,hold->val,strategy_hold_vs_val_real,0.1545052644,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,joint_jsd,Joint OD+time distribution mismatch.
metric_point,joint,joint_chi2,Joint Chi²,synth->val,strategy_val,461513.5660063509,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,joint_chi2,Joint OD+time chi-square divergence.
metric_point,joint,joint_chi2,Joint Chi²,synth->hold,strategy_hold,229925.1439663573,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,joint_chi2,Joint OD+time chi-square divergence.
metric_point,joint,joint_chi2,Joint Chi²,hold->val,strategy_hold_vs_val_real,381467.5203130578,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,joint_chi2,Joint OD+time chi-square divergence.
metric_point,joint,joint_coverage_real,Joint coverage (real),synth->val,strategy_val,0.605018725,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,joint_coverage_real,Real joint support coverage (higher is better).
metric_point,joint,joint_coverage_real,Joint coverage (real),synth->hold,strategy_hold,0.6214822173,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,joint_coverage_real,Real joint support coverage (higher is better).
metric_point,joint,joint_coverage_real,Joint coverage (real),hold->val,strategy_hold_vs_val_real,0.5438644769,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,joint_coverage_real,Real joint support coverage (higher is better).
metric_point,joint,joint_coverage_synth,Joint coverage (synth),synth->val,strategy_val,0.5923404855,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,joint_coverage_synth,Synthetic joint support coverage (higher is better).
metric_point,joint,joint_coverage_synth,Joint coverage (synth),synth->hold,strategy_hold,0.6186524759,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,joint_coverage_synth,Synthetic joint support coverage (higher is better).
metric_point,joint,joint_coverage_synth,Joint coverage (synth),hold->val,strategy_hold_vs_val_real,0.6857965004,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,joint_coverage_synth,Synthetic joint support coverage (higher is better).
metric_point,joint,joint_unique_real,Joint unique modes (real),synth->val,strategy_val,236315.0,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,joint_unique_real,Unique OD+time mode count for real data.
metric_point,joint,joint_unique_real,Joint unique modes (real),synth->hold,strategy_hold,297986.0,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,joint_unique_real,Unique OD+time mode count for real data.
metric_point,joint,joint_unique_real,Joint unique modes (real),hold->val,strategy_hold_vs_val_real,297986.0,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,joint_unique_real,Unique OD+time mode count for real data.
metric_point,joint,joint_unique_synth,Joint unique modes (synth),synth->val,strategy_val,241373.0,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,joint_unique_synth,Unique OD+time mode count for synthetic data.
metric_point,joint,joint_unique_synth,Joint unique modes (synth),synth->hold,strategy_hold,299349.0,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,joint_unique_synth,Unique OD+time mode count for synthetic data.
metric_point,joint,joint_unique_synth,Joint unique modes (synth),hold->val,strategy_hold_vs_val_real,236315.0,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,joint_unique_synth,Unique OD+time mode count for synthetic data.
metric_point,joint,joint_mode_dropping_ratio,Joint mode dropping ratio,synth->val,strategy_val,0.394981275,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,joint_mode_dropping_ratio,Portion of real joint modes that disappear in synthetic.
metric_point,joint,joint_mode_dropping_ratio,Joint mode dropping ratio,synth->hold,strategy_hold,0.3785177827,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,joint_mode_dropping_ratio,Portion of real joint modes that disappear in synthetic.
metric_point,joint,joint_mode_dropping_ratio,Joint mode dropping ratio,hold->val,strategy_hold_vs_val_real,0.4561355231,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,joint_mode_dropping_ratio,Portion of real joint modes that disappear in synthetic.
metric_point,joint,joint_invalid_ratio,Joint invalid ratio,synth->val,strategy_val,0.4076595145,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,joint_invalid_ratio,Portion of invalid OD pairs in synthetic samples.
metric_point,joint,joint_invalid_ratio,Joint invalid ratio,synth->hold,strategy_hold,0.3813475241,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,joint_invalid_ratio,Portion of invalid OD pairs in synthetic samples.
metric_point,joint,joint_invalid_ratio,Joint invalid ratio,hold->val,strategy_hold_vs_val_real,0.3142034996,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,joint_invalid_ratio,Portion of invalid OD pairs in synthetic samples.
metric_point,passenger,passenger_count_jsd,passenger_count JSD,synth->val,strategy_val,5.44702e-05,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,passenger_count_jsd,Distribution mismatch for passenger_count between real and synthetic.
metric_point,passenger,passenger_count_jsd,passenger_count JSD,synth->hold,strategy_hold,0.0001133833,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,passenger_count_jsd,Distribution mismatch for passenger_count between real and synthetic.
metric_point,passenger,passenger_count_jsd,passenger_count JSD,hold->val,strategy_hold_vs_val_real,,missing,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,passenger_count_jsd,Distribution mismatch for passenger_count between real and synthetic.
metric_point,passenger,passenger_count_chi2,passenger_count Chi²,synth->val,strategy_val,0.000427539,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,passenger_count_chi2,Chi-square mismatch for passenger_count counts.
metric_point,passenger,passenger_count_chi2,passenger_count Chi²,synth->hold,strategy_hold,0.0009096929,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,passenger_count_chi2,Chi-square mismatch for passenger_count counts.
metric_point,passenger,passenger_count_chi2,passenger_count Chi²,hold->val,strategy_hold_vs_val_real,,missing,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,passenger_count_chi2,Chi-square mismatch for passenger_count counts.
metric_point,fare,total_amount_log1p_w1,total_amount log1p Wasserstein-1,synth->val,strategy_val,0.030997841,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,total_amount_log1p_w1,Wasserstein-1 distance for log1p(total_amount) distribution.
metric_point,fare,total_amount_log1p_w1,total_amount log1p Wasserstein-1,synth->hold,strategy_hold,0.020611862,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,total_amount_log1p_w1,Wasserstein-1 distance for log1p(total_amount) distribution.
metric_point,fare,total_amount_log1p_w1,total_amount log1p Wasserstein-1,hold->val,strategy_hold_vs_val_real,,missing,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,total_amount_log1p_w1,Wasserstein-1 distance for log1p(total_amount) distribution.
metric_point,fare,total_amount_log1p_ks,total_amount log1p KS,synth->val,strategy_val,0.0231277807,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,total_amount_log1p_ks,KS statistic for log1p(total_amount) distribution.
metric_point,fare,total_amount_log1p_ks,total_amount log1p KS,synth->hold,strategy_hold,0.0157647205,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,total_amount_log1p_ks,KS statistic for log1p(total_amount) distribution.
metric_point,fare,total_amount_log1p_ks,total_amount log1p KS,hold->val,strategy_hold_vs_val_real,,missing,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,total_amount_log1p_ks,KS statistic for log1p(total_amount) distribution.
metric_point,fare,total_amount_log1p_quantile_mae,total_amount log1p quantile MAE,synth->val,strategy_val,0.0483377322,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,total_amount_log1p_quantile_mae,Log1p quantile MAE for total_amount distribution.
metric_point,fare,total_amount_log1p_quantile_mae,total_amount log1p quantile MAE,synth->hold,strategy_hold,0.0378766513,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,total_amount_log1p_quantile_mae,Log1p quantile MAE for total_amount distribution.
metric_point,fare,total_amount_log1p_quantile_mae,total_amount log1p quantile MAE,hold->val,strategy_hold_vs_val_real,,missing,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,total_amount_log1p_quantile_mae,Log1p quantile MAE for total_amount distribution.
metric_point,fare,total_amount_log1p_median_mae_by_hour,total_amount log1p median MAE by hour,synth->val,strategy_val,0.0213710139,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,total_amount_log1p_median_mae_by_hour,Hourly median profile MAE for log1p(total_amount).
metric_point,fare,total_amount_log1p_median_mae_by_hour,total_amount log1p median MAE by hour,synth->hold,strategy_hold,0.0134219405,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,total_amount_log1p_median_mae_by_hour,Hourly median profile MAE for log1p(total_amount).
metric_point,fare,total_amount_log1p_median_mae_by_hour,total_amount log1p median MAE by hour,hold->val,strategy_hold_vs_val_real,,missing,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,total_amount_log1p_median_mae_by_hour,Hourly median profile MAE for log1p(total_amount).
metric_point,fare,total_amount_log1p_median_mae_by_passenger_count,total_amount log1p median MAE by passenger_count,synth->val,strategy_val,0.4252576564,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,total_amount_log1p_median_mae_by_passenger_count,Profile MAE for log1p(total_amount) by passenger_count bins.
metric_point,fare,total_amount_log1p_median_mae_by_passenger_count,total_amount log1p median MAE by passenger_count,synth->hold,strategy_hold,0.2487669025,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,total_amount_log1p_median_mae_by_passenger_count,Profile MAE for log1p(total_amount) by passenger_count bins.
metric_point,fare,total_amount_log1p_median_mae_by_passenger_count,total_amount log1p median MAE by passenger_count,hold->val,strategy_hold_vs_val_real,,missing,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,total_amount_log1p_median_mae_by_passenger_count,Profile MAE for log1p(total_amount) by passenger_count bins.
metric_point,residual,exact_match_rate_discrete,Exact match rate (discrete),synth->val,strategy_val,0.9371754134,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,exact_match_rate_discrete,Exact-match privacy rate in discrete OD/time space.
metric_point,residual,exact_match_rate_discrete,Exact match rate (discrete),synth->hold,strategy_hold,0.9364751927,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,exact_match_rate_discrete,Exact-match privacy rate in discrete OD/time space.
metric_point,residual,exact_match_rate_discrete,Exact match rate (discrete),hold->val,strategy_hold_vs_val_real,,missing,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,exact_match_rate_discrete,Exact-match privacy rate in discrete OD/time space.
metric_point,residual,exact_match_rate_with_r_rounded,Exact match rate with r rounded,synth->val,strategy_val,0.2564126229,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,exact_match_rate_with_r_rounded,Exact-match privacy rate after residual (r) rounding.
metric_point,residual,exact_match_rate_with_r_rounded,Exact match rate with r rounded,synth->hold,strategy_hold,0.2584551743,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,exact_match_rate_with_r_rounded,Exact-match privacy rate after residual (r) rounding.
metric_point,residual,exact_match_rate_with_r_rounded,Exact match rate with r rounded,hold->val,strategy_hold_vs_val_real,,missing,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,exact_match_rate_with_r_rounded,Exact-match privacy rate after residual (r) rounding.
metric_point,residual,cov_te_syn_ext,cov te syn extended,synth->val,strategy_val,95.994,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,cov_te_syn_ext,Residual-aware extended metric from cov_te_syn_ext.
metric_point,residual,cov_te_syn_ext,cov te syn extended,synth->hold,strategy_hold,95.748,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,cov_te_syn_ext,Residual-aware extended metric from cov_te_syn_ext.
metric_point,residual,cov_te_syn_ext,cov te syn extended,hold->val,strategy_hold_vs_val_real,,missing,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,cov_te_syn_ext,Residual-aware extended metric from cov_te_syn_ext.
metric_point,residual,cov_tr_syn_ext,cov tr syn extended,synth->val,strategy_val,96.196,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,cov_tr_syn_ext,Residual-aware extended metric from cov_tr_syn_ext.
metric_point,residual,cov_tr_syn_ext,cov tr syn extended,synth->hold,strategy_hold,95.065,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,cov_tr_syn_ext,Residual-aware extended metric from cov_tr_syn_ext.
metric_point,residual,cov_tr_syn_ext,cov tr syn extended,hold->val,strategy_hold_vs_val_real,,missing,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,cov_tr_syn_ext,Residual-aware extended metric from cov_tr_syn_ext.
metric_point,residual,cov_tr_te_ext,cov tr te extended,synth->val,strategy_val,96.66,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,cov_tr_te_ext,Residual-aware extended metric from cov_tr_te_ext.
metric_point,residual,cov_tr_te_ext,cov tr te extended,synth->hold,strategy_hold,95.129,float,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,cov_tr_te_ext,Residual-aware extended metric from cov_tr_te_ext.
metric_point,residual,cov_tr_te_ext,cov tr te extended,hold->val,strategy_hold_vs_val_real,,missing,False,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,cov_tr_te_ext,Residual-aware extended metric from cov_tr_te_ext.
metric_point,residual,dcr_hold_syn_p005_ext,dcr hold syn p005 extended,synth->val,strategy_val,0.0683547929,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,dcr_hold_syn_p005_ext,Residual-aware extended metric from dcr_hold_syn_p005_ext.
metric_point,residual,dcr_hold_syn_p005_ext,dcr hold syn p005 extended,synth->hold,strategy_hold,0.0664253458,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,dcr_hold_syn_p005_ext,Residual-aware extended metric from dcr_hold_syn_p005_ext.
metric_point,residual,dcr_hold_syn_p005_ext,dcr hold syn p005 extended,hold->val,strategy_hold_vs_val_real,,missing,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,dcr_hold_syn_p005_ext,Residual-aware extended metric from dcr_hold_syn_p005_ext.
metric_point,residual,dcr_hold_syn_p01_ext,dcr hold syn p01 extended,synth->val,strategy_val,0.0942906886,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,dcr_hold_syn_p01_ext,Residual-aware extended metric from dcr_hold_syn_p01_ext.
metric_point,residual,dcr_hold_syn_p01_ext,dcr hold syn p01 extended,synth->hold,strategy_hold,0.0982181206,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,dcr_hold_syn_p01_ext,Residual-aware extended metric from dcr_hold_syn_p01_ext.
metric_point,residual,dcr_hold_syn_p01_ext,dcr hold syn p01 extended,hold->val,strategy_hold_vs_val_real,,missing,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,dcr_hold_syn_p01_ext,Residual-aware extended metric from dcr_hold_syn_p01_ext.
metric_point,residual,dcr_hold_syn_p05_ext,dcr hold syn p05 extended,synth->val,strategy_val,0.1816420555,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,dcr_hold_syn_p05_ext,Residual-aware extended metric from dcr_hold_syn_p05_ext.
metric_point,residual,dcr_hold_syn_p05_ext,dcr hold syn p05 extended,synth->hold,strategy_hold,0.1830082238,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,dcr_hold_syn_p05_ext,Residual-aware extended metric from dcr_hold_syn_p05_ext.
metric_point,residual,dcr_hold_syn_p05_ext,dcr hold syn p05 extended,hold->val,strategy_hold_vs_val_real,,missing,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,dcr_hold_syn_p05_ext,Residual-aware extended metric from dcr_hold_syn_p05_ext.
metric_point,residual,dcr_tr_syn_p005_ext,dcr tr syn p005 extended,synth->val,strategy_val,0.0720356703,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,dcr_tr_syn_p005_ext,Residual-aware extended metric from dcr_tr_syn_p005_ext.
metric_point,residual,dcr_tr_syn_p005_ext,dcr tr syn p005 extended,synth->hold,strategy_hold,0.0694560409,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,dcr_tr_syn_p005_ext,Residual-aware extended metric from dcr_tr_syn_p005_ext.
metric_point,residual,dcr_tr_syn_p005_ext,dcr tr syn p005 extended,hold->val,strategy_hold_vs_val_real,,missing,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,dcr_tr_syn_p005_ext,Residual-aware extended metric from dcr_tr_syn_p005_ext.
metric_point,residual,dcr_tr_syn_p01_ext,dcr tr syn p01 extended,synth->val,strategy_val,0.0981979594,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,dcr_tr_syn_p01_ext,Residual-aware extended metric from dcr_tr_syn_p01_ext.
metric_point,residual,dcr_tr_syn_p01_ext,dcr tr syn p01 extended,synth->hold,strategy_hold,0.0976470038,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,dcr_tr_syn_p01_ext,Residual-aware extended metric from dcr_tr_syn_p01_ext.
metric_point,residual,dcr_tr_syn_p01_ext,dcr tr syn p01 extended,hold->val,strategy_hold_vs_val_real,,missing,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,dcr_tr_syn_p01_ext,Residual-aware extended metric from dcr_tr_syn_p01_ext.
metric_point,residual,dcr_tr_syn_p05_ext,dcr tr syn p05 extended,synth->val,strategy_val,0.1902267486,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,dcr_tr_syn_p05_ext,Residual-aware extended metric from dcr_tr_syn_p05_ext.
metric_point,residual,dcr_tr_syn_p05_ext,dcr tr syn p05 extended,synth->hold,strategy_hold,0.185671702,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,dcr_tr_syn_p05_ext,Residual-aware extended metric from dcr_tr_syn_p05_ext.
metric_point,residual,dcr_tr_syn_p05_ext,dcr tr syn p05 extended,hold->val,strategy_hold_vs_val_real,,missing,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,dcr_tr_syn_p05_ext,Residual-aware extended metric from dcr_tr_syn_p05_ext.
metric_point,residual,rdcr_p005_ext,rdcr p005 extended,synth->val,strategy_val,1.0538495873,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,rdcr_p005_ext,Residual-aware extended metric from rdcr_p005_ext.
metric_point,residual,rdcr_p005_ext,rdcr p005 extended,synth->hold,strategy_hold,1.0456255814,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_hold.json,rdcr_p005_ext,Residual-aware extended metric from rdcr_p005_ext.
metric_point,residual,rdcr_p005_ext,rdcr p005 extended,hold->val,strategy_hold_vs_val_real,,missing,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_hold_vs_val_real.json,rdcr_p005_ext,Residual-aware extended metric from rdcr_p005_ext.
metric_point,residual,rdcr_p01_ext,rdcr p01 extended,synth->val,strategy_val,1.0414385639,float,True,ok,outputs/save_data/ryc/tht_tripgen_20260212_234749/metrics/metrics_tht_tripgen_val.json,rdcr_p01_ext,Residual-aware extended metric from rdcr_p01_ext.
