od,hora_do_dia,validacao_pct,sintetico_pct
lenox hill west-upper east side north,2,0.052083333333333336,0.3050847457627119
lenox hill west-upper east side north,3,0.052083333333333336,0.2711864406779661
lenox hill west-upper east side north,4,0.10416666666666667,0.1694915254237288
lenox hill west-upper east side north,5,0.26041666666666663,0.3728813559322034
lenox hill west-upper east side north,6,0.8333333333333334,1.4915254237288136
lenox hill west-upper east side north,7,5.416666666666667,3.728813559322034
lenox hill west-upper east side north,8,5.572916666666667,5.5593220338983045
lenox hill west-upper east side north,9,6.302083333333333,5.627118644067797
lenox hill west-upper east side north,10,5.833333333333333,6.881355932203389
lenox hill west-upper east side north,11,5.78125,7.525423728813559
lenox hill west-upper east side north,12,8.229166666666666,7.559322033898305
lenox hill west-upper east side north,13,7.083333333333333,7.423728813559322
lenox hill west-upper east side north,14,8.229166666666666,7.864406779661016
lenox hill west-upper east side north,15,8.020833333333334,7.423728813559322
lenox hill west-upper east side north,16,8.177083333333334,6.983050847457626
lenox hill west-upper east side north,17,6.25,6.8474576271186445
lenox hill west-upper east side north,18,7.447916666666667,6.711864406779661
lenox hill west-upper east side north,19,5.364583333333333,5.389830508474576
lenox hill west-upper east side north,20,4.479166666666667,4.440677966101695
lenox hill west-upper east side north,21,3.3854166666666665,3.2203389830508473
lenox hill west-upper east side north,22,1.7187500000000002,1.8305084745762712
lenox hill west-upper east side north,23,0.9375,0.8813559322033898
upper west side south-upper west side north,0,0.6448146157979581,1.517150395778364
upper west side south-upper west side north,1,0.4836109618484685,0.5936675461741424
upper west side south-upper west side north,2,0.05373455131649651,0.5277044854881267
upper west side south-upper west side north,3,0.0,0.1978891820580475
upper west side south-upper west side north,4,0.10746910263299302,0.13192612137203166
upper west side south-upper west side north,5,0.10746910263299302,0.2638522427440633
upper west side south-upper west side north,6,0.4836109618484685,0.3627968337730871
upper west side south-upper west side north,7,2.740462117141322,2.2757255936675462
upper west side south-upper west side north,8,5.319720580333154,3.034300791556728
upper west side south-upper west side north,9,3.922622246104245,3.3311345646437993
upper west side south-upper west side north,10,5.051047823750672,3.496042216358839
upper west side south-upper west side north,11,5.319720580333154,5.8377308707124005
upper west side south-upper west side north,12,6.824288017195057,6.95910290237467
upper west side south-upper west side north,13,6.125738850080602,5.8707124010554095
upper west side south-upper west side north,14,8.221386351423966,8.905013192612138
upper west side south-upper west side north,15,8.382590005373455,8.839050131926122
upper west side south-upper west side north,16,7.576571735626008,9.861477572559368
upper west side south-upper west side north,17,9.081139172487909,9.531662269129287
upper west side south-upper west side north,18,8.490059108006449,9.33377308707124
upper west side south-upper west side north,19,6.985491671144546,6.002638522427441
upper west side south-upper west side north,20,5.588393336915637,4.8153034300791555
upper west side south-upper west side north,21,4.836109618484686,3.7928759894459105
upper west side south-upper west side north,22,2.6867275658248255,3.364116094986808
upper west side south-upper west side north,23,0.967221923696937,1.154353562005277
penn station/madison sq west-midtown center,0,1.0237068965517242,0.842358604091456
penn station/madison sq west-midtown center,1,0.26939655172413796,0.7220216606498195
penn station/madison sq west-midtown center,2,0.3232758620689655,0.601684717208183
penn station/madison sq west-midtown center,3,0.7543103448275862,0.36101083032490977
penn station/madison sq west-midtown center,4,0.5387931034482759,0.601684717208183
penn station/madison sq west-midtown center,5,3.125,2.9281989570798235
penn station/madison sq west-midtown center,6,6.196120689655173,7.300441235459286
penn station/madison sq west-midtown center,7,10.9375,7.62133975130365
penn station/madison sq west-midtown center,8,12.176724137931034,7.862013638186924
penn station/madison sq west-midtown center,9,9.590517241379311,9.346169273967107
penn station/madison sq west-midtown center,10,8.081896551724139,7.62133975130365
penn station/madison sq west-midtown center,11,6.950431034482758,5.776173285198556
penn station/madison sq west-midtown center,12,6.788793103448276,6.257521058965103
penn station/madison sq west-midtown center,13,4.9030172413793105,5.334937825912555
penn station/madison sq west-midtown center,14,3.9870689655172415,4.773365423184918
penn station/madison sq west-midtown center,15,4.310344827586207,4.011231448054553
penn station/madison sq west-midtown center,16,3.0172413793103448,4.412354592860008
penn station/madison sq west-midtown center,17,3.9870689655172415,5.495387083834737
penn station/madison sq west-midtown center,18,3.0172413793103448,3.9711191335740073
penn station/madison sq west-midtown center,19,2.209051724137931,3.730445246690734
penn station/madison sq west-midtown center,20,2.3168103448275863,2.5671881267549135
penn station/madison sq west-midtown center,21,2.693965517241379,3.730445246690734
penn station/madison sq west-midtown center,22,1.670258620689655,2.527075812274368
penn station/madison sq west-midtown center,23,1.1314655172413792,1.6044925792218212
midtown center-midtown center,0,0.4352557127312296,0.4415897230028101
midtown center-midtown center,1,0.2720348204570185,0.602167804094741
midtown center-midtown center,2,0.1632208922742111,0.2810116419108792
midtown center-midtown center,3,0.0,0.04014452027298274
midtown center-midtown center,4,0.0544069640914037,0.12043356081894822
midtown center-midtown center,5,0.1088139281828074,0.40144520272982737
midtown center-midtown center,6,0.6528835690968444,1.244480128462465
midtown center-midtown center,7,2.2850924918389555,3.6531513448414294
midtown center-midtown center,8,5.114254624591948,4.175030108390205
midtown center-midtown center,9,5.059847660500544,5.098354074668808
midtown center-midtown center,10,5.930359085963003,5.018065034122842
midtown center-midtown center,11,7.780195865070729,5.018065034122842
midtown center-midtown center,12,7.616974972796518,7.828181453231633
midtown center-midtown center,13,8.215451577801959,8.550782818145324
midtown center-midtown center,14,8.269858541893363,8.63107185869129
midtown center-midtown center,15,6.147986942328618,7.105580088317945
midtown center-midtown center,16,8.324265505984767,7.226013649136894
midtown center-midtown center,17,8.54189336235038,8.35006021678041
midtown center-midtown center,18,7.780195865070729,7.747892412685668
midtown center-midtown center,19,5.114254624591948,6.824568446407066
midtown center-midtown center,20,4.624591947769314,4.375752709755119
midtown center-midtown center,21,3.5364526659412405,3.7735849056603774
midtown center-midtown center,22,2.8291621327529923,2.5291047771979125
midtown center-midtown center,23,1.1425462459194777,0.9634684865515858
lincoln square east-upper west side south,0,0.4352557127312296,1.1301160659743432
lincoln square east-upper west side south,1,0.2176278563656148,0.6719609040928528
lincoln square east-upper west side south,2,0.0544069640914037,0.1527183872938302
lincoln square east-upper west side south,3,0.0,0.0916310323762981
lincoln square east-upper west side south,4,0.0544069640914037,0.12217470983506415
lincoln square east-upper west side south,5,0.0544069640914037,0.0916310323762981
lincoln square east-upper west side south,6,0.4352557127312296,0.3970678069639585
lincoln square east-upper west side south,7,1.958650707290533,0.8246792913866828
lincoln square east-upper west side south,8,2.3394994559303592,1.7104459376908978
lincoln square east-upper west side south,9,3.6996735582154514,2.1075137446548564
lincoln square east-upper west side south,10,3.5364526659412405,3.481979230299328
lincoln square east-upper west side south,11,3.97170837867247,4.184483811850947
lincoln square east-upper west side south,12,5.60391730141458,4.092852779474649
lincoln square east-upper west side south,13,6.311207834602829,4.642638973732438
lincoln square east-upper west side south,14,8.269858541893363,5.8338423946243125
lincoln square east-upper west side south,15,6.90968443960827,7.269395235186317
lincoln square east-upper west side south,16,6.147986942328618,7.513744654856444
lincoln square east-upper west side south,17,9.357997823721437,9.01038485033598
lincoln square east-upper west side south,18,8.433079434167572,10.32376298106292
lincoln square east-upper west side south,19,7.94341675734494,8.70494807574832
lincoln square east-upper west side south,20,7.399347116430903,7.971899816737935
lincoln square east-upper west side south,21,6.746463547334058,9.01038485033598
lincoln square east-upper west side south,22,7.072905331882481,7.2083078802687846
lincoln square east-upper west side south,23,3.0467899891186074,3.4514355528405622
lenox hill east-upper east side north,0,0.5574136008918618,0.40683482506102525
lenox hill east-upper east side north,1,0.2787068004459309,0.4882017900732303
lenox hill east-upper east side north,2,0.0,0.16273393002441008
lenox hill east-upper east side north,3,0.0,0.04068348250610252
lenox hill east-upper east side north,4,0.2787068004459309,0.0
lenox hill east-upper east side north,5,0.2229654403567447,0.32546786004882017
lenox hill east-upper east side north,6,1.0590858416945375,0.9357200976403581
lenox hill east-upper east side north,7,4.51505016722408,3.580146460537022
lenox hill east-upper east side north,8,5.183946488294314,6.224572823433686
lenox hill east-upper east side north,9,6.0200668896321075,5.4109031733116355
lenox hill east-upper east side north,10,6.856187290969899,6.997558991049633
lenox hill east-upper east side north,11,6.688963210702341,6.91619202603743
lenox hill east-upper east side north,12,6.967670011148272,6.590724165988608
lenox hill east-upper east side north,13,6.131549609810479,7.241659886086249
lenox hill east-upper east side north,14,8.58416945373467,8.909682668836453
lenox hill east-upper east side north,15,9.698996655518394,9.316517493897477
lenox hill east-upper east side north,16,8.082497212931996,8.258746948738812
lenox hill east-upper east side north,17,8.416945373467112,8.665581773799836
lenox hill east-upper east side north,18,6.911928651059086,7.729861676159479
lenox hill east-upper east side north,19,5.518394648829431,4.637917005695687
lenox hill east-upper east side north,20,3.678929765886288,2.9698942229454843
lenox hill east-upper east side north,21,2.118171683389075,2.115541090317331
lenox hill east-upper east side north,22,1.4492753623188406,1.3832384052074858
lenox hill east-upper east side north,23,0.7803790412486065,0.6916192026037429
penn station/madison sq west-times sq/theatre district,0,1.3950892857142858,0.7392996108949416
penn station/madison sq west-times sq/theatre district,1,0.5022321428571429,0.1556420233463035
penn station/madison sq west-times sq/theatre district,2,0.5022321428571429,0.038910505836575876
penn station/madison sq west-times sq/theatre district,3,0.0,0.1556420233463035
penn station/madison sq west-times sq/theatre district,4,0.0,0.23346303501945526
penn station/madison sq west-times sq/theatre district,5,3.6272321428571432,1.906614785992218
penn station/madison sq west-times sq/theatre district,6,4.6875,5.408560311284047
penn station/madison sq west-times sq/theatre district,7,7.03125,6.031128404669261
penn station/madison sq west-times sq/theatre district,8,5.301339285714286,5.797665369649805
penn station/madison sq west-times sq/theatre district,9,6.25,5.642023346303502
penn station/madison sq west-times sq/theatre district,10,7.756696428571429,5.058365758754864
penn station/madison sq west-times sq/theatre district,11,7.087053571428571,5.875486381322957
penn station/madison sq west-times sq/theatre district,12,6.919642857142858,6.498054474708172
penn station/madison sq west-times sq/theatre district,13,4.910714285714286,7.587548638132295
penn station/madison sq west-times sq/theatre district,14,5.859375,5.36964980544747
penn station/madison sq west-times sq/theatre district,15,5.580357142857143,5.719844357976654
penn station/madison sq west-times sq/theatre district,16,5.022321428571429,5.953307392996108
penn station/madison sq west-times sq/theatre district,17,7.310267857142858,6.575875486381324
penn station/madison sq west-times sq/theatre district,18,6.8638392857142865,7.7042801556420235
penn station/madison sq west-times sq/theatre district,19,3.0691964285714284,3.77431906614786
penn station/madison sq west-times sq/theatre district,20,2.9017857142857144,3.8521400778210118
penn station/madison sq west-times sq/theatre district,21,3.4040178571428568,4.43579766536965
penn station/madison sq west-times sq/theatre district,22,2.1763392857142856,3.813229571984436
penn station/madison sq west-times sq/theatre district,23,1.8415178571428572,1.6731517509727627
upper east side south-lenox hill west,0,0.5067567567567568,0.8735282947208508
upper east side south-lenox hill west,1,0.0,0.41777440182301556
upper east side south-lenox hill west,2,0.28153153153153154,0.34181541967337636
upper east side south-lenox hill west,3,0.0,0.0759589821496392
upper east side south-lenox hill west,4,0.0,0.0759589821496392
upper east side south-lenox hill west,5,0.16891891891891891,0.34181541967337636
upper east side south-lenox hill west,6,0.5630630630630631,0.569692366122294
upper east side south-lenox hill west,7,1.5765765765765765,1.6331181162172428
upper east side south-lenox hill west,8,2.815315315315315,3.2662362324344856
upper east side south-lenox hill west,9,3.434684684684685,3.7219901253323204
upper east side south-lenox hill west,10,4.786036036036036,4.823395366502089
upper east side south-lenox hill west,11,5.405405405405405,5.6209646790733006
upper east side south-lenox hill west,12,6.418918918918918,6.418533991644512
upper east side south-lenox hill west,13,7.657657657657657,7.216103304215723
upper east side south-lenox hill west,14,8.108108108108109,9.115077857956704
upper east side south-lenox hill west,15,7.488738738738738,7.747816179263197
upper east side south-lenox hill west,16,7.826576576576577,7.216103304215723
upper east side south-lenox hill west,17,7.1509009009009015,9.153057349031522
upper east side south-lenox hill west,18,8.333333333333332,9.45689327763008
upper east side south-lenox hill west,19,7.488738738738738,6.60843144701861
upper east side south-lenox hill west,20,7.657657657657657,6.2666160273452345
upper east side south-lenox hill west,21,6.70045045045045,4.899354348651728
upper east side south-lenox hill west,22,3.6036036036036037,2.658564375237372
upper east side south-lenox hill west,23,2.027027027027027,1.4812001519179643
upper east side north-lenox hill west,0,0.17201834862385323,0.5632745024408562
upper east side north-lenox hill west,1,0.0,0.26286143447239957
upper east side north-lenox hill west,2,0.0,0.11265490048817123
upper east side north-lenox hill west,3,0.0,0.11265490048817123
upper east side north-lenox hill west,4,0.34403669724770647,0.03755163349605708
upper east side north-lenox hill west,5,0.17201834862385323,0.1877581674802854
upper east side north-lenox hill west,6,0.8027522935779817,1.1641006383777694
upper east side north-lenox hill west,7,1.662844036697248,2.1404431092752536
upper east side north-lenox hill west,8,4.759174311926605,3.417198648141194
upper east side north-lenox hill west,9,4.644495412844036,4.543747653022907
upper east side north-lenox hill west,10,6.020642201834862,5.933158092377019
upper east side north-lenox hill west,11,6.307339449541284,6.120916259857304
upper east side north-lenox hill west,12,6.9954128440366965,7.32256853173113
upper east side north-lenox hill west,13,5.389908256880735,7.435223432219301
upper east side north-lenox hill west,14,8.199541284403669,9.463011641006384
upper east side north-lenox hill west,15,10.77981651376147,9.800976342470898
upper east side north-lenox hill west,16,8.543577981651376,7.9609463011641015
upper east side north-lenox hill west,17,10.091743119266056,10.063837776943299
upper east side north-lenox hill west,18,8.256880733944955,7.285016898235074
upper east side north-lenox hill west,19,5.217889908256881,5.8580548253849045
upper east side north-lenox hill west,20,5.217889908256881,4.055576417574165
